ip_address,timestamp,login_status,request_type,is_anomaly_ground_truth,hour_of_day,day_of_week,is_weekend,is_off_hours,login_encoded,ip_encoded,request_encoded,anomaly_label
192.168.1.27,2024-03-13 12:08:00,success,GET,0,12,2,0,0,1,29,1,1
192.168.1.15,2024-01-05 17:03:00,success,GET,0,17,4,0,0,1,16,1,1
192.168.1.22,2024-03-30 12:52:00,success,POST,0,12,5,1,0,1,24,2,1
192.168.1.7,2024-03-16 09:24:00,success,POST,0,9,5,1,0,1,57,2,1
192.168.1.9,2024-03-17 11:10:00,success,GET,0,11,6,1,0,1,59,1,1
192.168.1.48,2024-03-06 13:39:00,success,GET,0,13,2,0,0,1,52,1,1
192.168.1.6,2024-03-17 10:05:00,success,GET,0,10,6,1,0,1,56,1,1
192.168.1.50,2024-03-30 17:48:00,success,GET,0,17,5,1,0,1,55,1,1
192.168.1.45,2024-01-20 10:46:00,success,POST,0,10,5,1,0,1,49,2,1
192.168.1.30,2024-02-01 14:22:00,success,GET,0,14,3,0,0,1,33,1,1
192.168.1.4,2024-02-23 13:15:00,success,POST,0,13,4,0,0,1,43,2,1
192.168.1.30,2024-01-26 12:08:00,success,GET,0,12,4,0,0,1,33,1,1
192.168.1.29,2024-02-02 13:33:00,success,GET,0,13,4,0,0,1,31,1,1
192.168.1.10,2024-01-21 11:01:00,success,GET,0,11,6,1,0,1,11,1,1
192.168.1.45,2024-01-30 13:05:00,success,GET,0,13,1,0,0,1,49,1,1
192.168.1.18,2024-01-13 10:46:00,success,GET,0,10,5,1,0,1,19,1,1
192.168.1.11,2024-01-21 09:47:00,success,POST,0,9,6,1,0,1,12,2,1
192.168.1.14,2024-02-10 08:10:00,success,PUT,0,8,5,1,0,1,15,3,1
192.168.1.47,2024-02-09 09:49:00,success,GET,0,9,4,0,0,1,51,1,1
192.168.1.8,2024-02-26 11:48:00,success,GET,0,11,0,0,0,1,58,1,1
192.168.1.29,2024-01-12 10:25:00,success,POST,0,10,4,0,0,1,31,2,1
192.168.1.2,2024-03-14 11:10:00,success,POST,0,11,3,0,0,1,21,2,1
192.168.1.38,2024-02-12 09:21:00,success,GET,0,9,0,0,0,1,41,1,1
192.168.1.41,2024-02-21 18:42:00,success,GET,0,18,2,0,0,1,45,1,1
192.168.1.50,2024-03-22 15:51:00,success,PUT,0,15,4,0,0,1,55,3,1
192.168.1.2,2024-03-02 16:19:00,success,GET,0,16,5,1,0,1,21,1,1
192.168.1.19,2024-02-10 14:59:00,success,GET,0,14,5,1,0,1,20,1,1
192.168.1.4,2024-03-07 17:44:00,success,GET,0,17,3,0,0,1,43,1,1
192.168.1.49,2024-03-20 15:32:00,success,PUT,0,15,2,0,0,1,53,3,1
192.168.1.29,2024-02-13 08:41:00,success,GET,0,8,1,0,0,1,31,1,1
192.168.1.47,2024-03-24 11:58:00,success,PUT,0,11,6,1,0,1,51,3,1
192.168.1.43,2024-02-07 14:17:00,success,PUT,0,14,2,0,0,1,47,3,1
192.168.1.27,2024-03-11 18:30:00,failure,POST,0,18,0,0,0,0,29,2,1
192.168.1.32,2024-02-10 10:56:00,success,GET,0,10,5,1,0,1,35,1,1
192.168.1.6,2024-01-12 11:17:00,success,POST,0,11,4,0,0,1,56,2,1
192.168.1.20,2024-02-13 13:36:00,success,PUT,0,13,1,0,0,1,22,3,1
192.168.1.44,2024-01-31 15:31:00,success,GET,0,15,2,0,0,1,48,1,1
192.168.1.21,2024-02-22 11:43:00,success,GET,0,11,3,0,0,1,23,1,1
192.168.1.15,2024-02-18 12:58:00,success,PUT,0,12,6,1,0,1,16,3,1
192.168.1.1,2024-01-25 17:02:00,success,GET,0,17,3,0,0,1,10,1,1
192.168.1.14,2024-02-15 16:03:00,failure,GET,0,16,3,0,0,0,15,1,1
192.168.1.11,2024-02-07 08:19:00,success,GET,0,8,2,0,0,1,12,1,1
192.168.1.25,2024-01-30 18:44:00,success,GET,0,18,1,0,0,1,27,1,1
192.168.1.50,2024-02-26 10:26:00,success,GET,0,10,0,0,0,1,55,1,1
192.168.1.44,2024-01-18 18:08:00,success,GET,0,18,3,0,0,1,48,1,1
192.168.1.15,2024-01-20 10:51:00,success,POST,0,10,5,1,0,1,16,2,1
192.168.1.45,2024-02-29 12:13:00,success,GET,0,12,3,0,0,1,49,1,1
192.168.1.46,2024-03-02 12:56:00,success,POST,0,12,5,1,0,1,50,2,1
192.168.1.49,2024-02-01 13:46:00,success,POST,0,13,3,0,0,1,53,2,1
192.168.1.49,2024-02-06 17:44:00,success,POST,0,17,1,0,0,1,53,2,1
192.168.1.37,2024-01-08 12:15:00,success,GET,0,12,0,0,0,1,40,1,1
192.168.1.13,2024-01-08 11:00:00,success,POST,0,11,0,0,0,1,14,2,1
192.168.1.24,2024-02-22 14:40:00,success,POST,0,14,3,0,0,1,26,2,1
192.168.1.12,2024-03-14 11:20:00,success,GET,0,11,3,0,0,1,13,1,1
192.168.1.41,2024-01-03 15:25:00,success,PUT,0,15,2,0,0,1,45,3,1
192.168.1.19,2024-03-12 09:37:00,success,PUT,0,9,1,0,0,1,20,3,1
192.168.1.20,2024-01-03 17:45:00,success,GET,0,17,2,0,0,1,22,1,1
192.168.1.3,2024-02-29 09:53:00,success,GET,0,9,3,0,0,1,32,1,1
192.168.1.5,2024-02-23 12:37:00,success,PUT,0,12,4,0,0,1,54,3,1
192.168.1.38,2024-01-05 09:58:00,success,PUT,0,9,4,0,0,1,41,3,1
192.168.1.42,2024-02-18 13:37:00,success,PUT,0,13,6,1,0,1,46,3,1
192.168.1.5,2024-02-27 15:07:00,success,GET,0,15,1,0,0,1,54,1,1
192.168.1.37,2024-02-20 17:51:00,success,PUT,0,17,1,0,0,1,40,3,1
192.168.1.28,2024-02-28 12:27:00,failure,GET,0,12,2,0,0,0,30,1,1
192.168.1.36,2024-03-04 12:50:00,success,GET,0,12,0,0,0,1,39,1,1
192.168.1.38,2024-01-13 14:53:00,success,GET,0,14,5,1,0,1,41,1,1
192.168.1.44,2024-02-18 08:43:00,failure,GET,0,8,6,1,0,0,48,1,1
192.168.1.42,2024-02-26 11:58:00,success,GET,0,11,0,0,0,1,46,1,1
192.168.1.8,2024-01-21 12:18:00,success,GET,0,12,6,1,0,1,58,1,1
192.168.1.26,2024-01-02 08:50:00,success,GET,0,8,1,0,0,1,28,1,1
192.168.1.11,2024-03-25 18:36:00,success,GET,0,18,0,0,0,1,12,1,1
192.168.1.10,2024-02-22 16:16:00,success,PUT,0,16,3,0,0,1,11,3,1
192.168.1.13,2024-01-10 13:09:00,success,GET,0,13,2,0,0,1,14,1,1
192.168.1.44,2024-03-15 18:11:00,success,POST,0,18,4,0,0,1,48,2,1
192.168.1.9,2024-02-13 11:55:00,success,POST,0,11,1,0,0,1,59,2,1
192.168.1.18,2024-02-27 18:12:00,success,POST,0,18,1,0,0,1,19,2,1
192.168.1.4,2024-01-17 09:06:00,success,GET,0,9,2,0,0,1,43,1,1
10.0.0.4,2024-01-11 10:56:00,success,GET,1,10,3,0,0,1,4,1,-1
192.168.1.20,2024-03-09 13:45:00,success,GET,0,13,5,1,0,1,22,1,1
192.168.1.33,2024-01-12 10:33:00,success,GET,0,10,4,0,0,1,36,1,1
192.168.1.39,2024-01-24 18:53:00,success,POST,0,18,2,0,0,1,42,2,1
192.168.1.14,2024-01-21 14:19:00,success,GET,0,14,6,1,0,1,15,1,1
192.168.1.29,2024-01-04 14:15:00,success,GET,0,14,3,0,0,1,31,1,1
192.168.1.38,2024-03-10 17:36:00,success,GET,0,17,6,1,0,1,41,1,1
192.168.1.9,2024-01-23 13:41:00,success,POST,0,13,1,0,0,1,59,2,1
192.168.1.18,2024-03-15 17:03:00,success,GET,0,17,4,0,0,1,19,1,1
192.168.1.49,2024-02-07 09:44:00,success,POST,0,9,2,0,0,1,53,2,1
192.168.1.47,2024-01-11 10:16:00,success,GET,0,10,3,0,0,1,51,1,1
10.0.0.7,2024-03-25 12:04:00,failure,POST,1,12,0,0,0,0,7,2,-1
192.168.1.3,2024-02-10 17:08:00,success,GET,0,17,5,1,0,1,32,1,1
192.168.1.41,2024-03-20 14:59:00,failure,GET,0,14,2,0,0,0,45,1,1
192.168.1.30,2024-03-27 09:38:00,success,GET,0,9,2,0,0,1,33,1,1
192.168.1.19,2024-03-13 16:45:00,success,GET,0,16,2,0,0,1,20,1,1
192.168.1.25,2024-02-25 08:17:00,failure,PUT,0,8,6,1,0,0,27,3,1
192.168.1.27,2024-03-16 17:45:00,success,GET,0,17,5,1,0,1,29,1,1
192.168.1.50,2024-03-22 10:07:00,success,PUT,0,10,4,0,0,1,55,3,1
192.168.1.27,2024-01-03 16:04:00,success,PUT,0,16,2,0,0,1,29,3,1
192.168.1.14,2024-02-28 10:28:00,success,PUT,0,10,2,0,0,1,15,3,1
192.168.1.45,2024-03-12 15:32:00,success,GET,0,15,1,0,0,1,49,1,1
192.168.1.38,2024-03-18 16:15:00,success,GET,0,16,0,0,0,1,41,1,1
192.168.1.14,2024-03-20 17:12:00,failure,GET,0,17,2,0,0,0,15,1,1
192.168.1.49,2024-01-25 14:14:00,success,GET,0,14,3,0,0,1,53,1,1
192.168.1.21,2024-01-19 09:13:00,success,GET,0,9,4,0,0,1,23,1,1
192.168.1.43,2024-03-11 15:17:00,success,GET,0,15,0,0,0,1,47,1,1
192.168.1.49,2024-03-28 13:58:00,success,PUT,0,13,3,0,0,1,53,3,1
192.168.1.8,2024-01-19 17:13:00,success,POST,0,17,4,0,0,1,58,2,1
192.168.1.5,2024-02-27 17:53:00,success,GET,0,17,1,0,0,1,54,1,1
192.168.1.37,2024-01-02 10:13:00,failure,GET,0,10,1,0,0,0,40,1,1
192.168.1.39,2024-03-22 14:07:00,success,GET,0,14,4,0,0,1,42,1,1
192.168.1.10,2024-03-02 11:15:00,success,POST,0,11,5,1,0,1,11,2,1
192.168.1.18,2024-02-02 16:38:00,failure,POST,0,16,4,0,0,0,19,2,1
192.168.1.41,2024-02-05 09:54:00,success,POST,0,9,0,0,0,1,45,2,1
192.168.1.22,2024-03-25 14:50:00,success,PUT,0,14,0,0,0,1,24,3,1
192.168.1.23,2024-02-06 11:11:00,success,GET,0,11,1,0,0,1,25,1,1
192.168.1.16,2024-01-17 13:00:00,success,POST,0,13,2,0,0,1,17,2,1
192.168.1.41,2024-01-24 17:57:00,success,GET,0,17,2,0,0,1,45,1,1
192.168.1.26,2024-02-23 16:23:00,success,GET,0,16,4,0,0,1,28,1,1
192.168.1.45,2024-03-26 10:13:00,success,GET,0,10,1,0,0,1,49,1,1
192.168.1.36,2024-03-07 17:27:00,success,GET,0,17,3,0,0,1,39,1,1
192.168.1.49,2024-01-25 10:53:00,success,POST,0,10,3,0,0,1,53,2,1
192.168.1.17,2024-03-06 11:45:00,success,GET,0,11,2,0,0,1,18,1,1
192.168.1.12,2024-02-17 15:42:00,success,GET,0,15,5,1,0,1,13,1,1
192.168.1.45,2024-01-01 09:53:00,success,POST,0,9,0,0,0,1,49,2,1
192.168.1.29,2024-02-29 15:00:00,success,POST,0,15,3,0,0,1,31,2,1
192.168.1.27,2024-02-29 09:07:00,success,POST,0,9,3,0,0,1,29,2,1
192.168.1.40,2024-02-01 10:57:00,success,PUT,0,10,3,0,0,1,44,3,1
192.168.1.2,2024-03-22 17:46:00,failure,PUT,0,17,4,0,0,0,21,3,1
192.168.1.30,2024-02-10 18:04:00,success,PUT,0,18,5,1,0,1,33,3,1
192.168.1.37,2024-03-26 10:34:00,success,POST,0,10,1,0,0,1,40,2,1
192.168.1.27,2024-01-30 16:36:00,success,PUT,0,16,1,0,0,1,29,3,1
192.168.1.43,2024-02-15 15:06:00,success,GET,0,15,3,0,0,1,47,1,1
10.0.0.8,2024-03-09 12:47:00,failure,DELETE,1,12,5,1,0,0,8,0,-1
192.168.1.6,2024-01-16 18:44:00,failure,GET,0,18,1,0,0,0,56,1,1
192.168.1.14,2024-02-21 17:41:00,success,GET,0,17,2,0,0,1,15,1,1
192.168.1.3,2024-03-04 16:42:00,success,GET,0,16,0,0,0,1,32,1,1
192.168.1.13,2024-02-08 13:23:00,success,GET,0,13,3,0,0,1,14,1,1
192.168.1.16,2024-02-25 16:16:00,success,GET,0,16,6,1,0,1,17,1,1
192.168.1.44,2024-01-22 15:43:00,success,GET,0,15,0,0,0,1,48,1,1
192.168.1.41,2024-01-17 15:34:00,success,GET,0,15,2,0,0,1,45,1,1
192.168.1.25,2024-02-05 08:25:00,success,POST,0,8,0,0,0,1,27,2,1
192.168.1.33,2024-01-09 10:54:00,failure,GET,0,10,1,0,0,0,36,1,1
192.168.1.1,2024-02-10 08:21:00,success,GET,0,8,5,1,0,1,10,1,1
192.168.1.33,2024-02-22 13:52:00,failure,GET,0,13,3,0,0,0,36,1,1
192.168.1.28,2024-01-01 09:20:00,success,GET,0,9,0,0,0,1,30,1,1
192.168.1.31,2024-02-07 16:09:00,failure,GET,0,16,2,0,0,0,34,1,1
192.168.1.21,2024-01-04 16:19:00,success,PUT,0,16,3,0,0,1,23,3,1
192.168.1.35,2024-01-01 16:22:00,success,GET,0,16,0,0,0,1,38,1,1
192.168.1.11,2024-02-16 14:21:00,success,PUT,0,14,4,0,0,1,12,3,1
192.168.1.32,2024-02-25 18:02:00,success,GET,0,18,6,1,0,1,35,1,1
192.168.1.44,2024-02-15 17:34:00,success,PUT,0,17,3,0,0,1,48,3,1
192.168.1.38,2024-01-12 09:01:00,success,POST,0,9,4,0,0,1,41,2,1
192.168.1.22,2024-02-27 15:30:00,success,PUT,0,15,1,0,0,1,24,3,1
10.0.0.9,2024-01-25 11:14:00,success,GET,1,11,3,0,0,1,9,1,1
192.168.1.43,2024-03-21 08:17:00,success,GET,0,8,3,0,0,1,47,1,1
192.168.1.49,2024-03-25 12:32:00,success,POST,0,12,0,0,0,1,53,2,1
192.168.1.1,2024-02-04 11:25:00,success,GET,0,11,6,1,0,1,10,1,1
192.168.1.45,2024-02-05 08:33:00,success,GET,0,8,0,0,0,1,49,1,1
192.168.1.6,2024-01-13 18:19:00,success,GET,0,18,5,1,0,1,56,1,1
192.168.1.41,2024-03-25 11:11:00,success,GET,0,11,0,0,0,1,45,1,1
192.168.1.37,2024-01-19 18:35:00,success,PUT,0,18,4,0,0,1,40,3,1
192.168.1.24,2024-02-16 15:39:00,success,GET,0,15,4,0,0,1,26,1,1
192.168.1.9,2024-02-02 11:47:00,success,PUT,0,11,4,0,0,1,59,3,1
192.168.1.1,2024-02-23 13:36:00,success,PUT,0,13,4,0,0,1,10,3,1
192.168.1.1,2024-03-03 10:50:00,success,GET,0,10,6,1,0,1,10,1,1
10.0.0.7,2024-02-06 11:27:00,success,GET,1,11,1,0,0,1,7,1,1
192.168.1.50,2024-03-02 13:11:00,success,GET,0,13,5,1,0,1,55,1,1
192.168.1.45,2024-01-07 14:13:00,success,PUT,0,14,6,1,0,1,49,3,1
192.168.1.28,2024-03-01 18:02:00,success,GET,0,18,4,0,0,1,30,1,1
192.168.1.27,2024-01-04 13:02:00,success,POST,0,13,3,0,0,1,29,2,1
192.168.1.19,2024-02-04 12:56:00,success,GET,0,12,6,1,0,1,20,1,1
192.168.1.16,2024-01-17 12:18:00,success,PUT,0,12,2,0,0,1,17,3,1
192.168.1.13,2024-01-09 08:01:00,success,PUT,0,8,1,0,0,1,14,3,1
192.168.1.41,2024-02-02 13:31:00,failure,GET,0,13,4,0,0,0,45,1,1
192.168.1.3,2024-02-09 16:38:00,success,GET,0,16,4,0,0,1,32,1,1
192.168.1.11,2024-02-27 18:38:00,success,GET,0,18,1,0,0,1,12,1,1
192.168.1.35,2024-03-28 15:48:00,success,POST,0,15,3,0,0,1,38,2,1
192.168.1.35,2024-01-30 17:17:00,success,GET,0,17,1,0,0,1,38,1,1
192.168.1.26,2024-03-12 08:57:00,success,GET,0,8,1,0,0,1,28,1,1
192.168.1.28,2024-02-27 11:05:00,success,GET,0,11,1,0,0,1,30,1,1
192.168.1.4,2024-03-30 11:17:00,failure,GET,0,11,5,1,0,0,43,1,1
192.168.1.42,2024-03-23 09:44:00,success,GET,0,9,5,1,0,1,46,1,1
192.168.1.26,2024-03-03 09:34:00,success,GET,0,9,6,1,0,1,28,1,1
192.168.1.36,2024-03-07 10:15:00,success,POST,0,10,3,0,0,1,39,2,1
192.168.1.29,2024-03-29 18:01:00,success,GET,0,18,4,0,0,1,31,1,1
192.168.1.43,2024-03-17 10:42:00,success,GET,0,10,6,1,0,1,47,1,1
192.168.1.48,2024-03-25 09:07:00,success,GET,0,9,0,0,0,1,52,1,1
192.168.1.18,2024-01-20 13:49:00,success,PUT,0,13,5,1,0,1,19,3,1
192.168.1.29,2024-02-11 11:01:00,success,GET,0,11,6,1,0,1,31,1,1
192.168.1.36,2024-02-25 13:34:00,success,GET,0,13,6,1,0,1,39,1,1
192.168.1.45,2024-02-20 16:18:00,success,GET,0,16,1,0,0,1,49,1,1
192.168.1.26,2024-03-28 08:05:00,success,POST,0,8,3,0,0,1,28,2,1
192.168.1.28,2024-03-19 13:21:00,success,GET,0,13,1,0,0,1,30,1,1
192.168.1.9,2024-03-13 11:05:00,success,PUT,0,11,2,0,0,1,59,3,1
192.168.1.43,2024-02-22 08:18:00,success,GET,0,8,3,0,0,1,47,1,1
10.0.0.1,2024-02-04 11:20:00,success,GET,1,11,6,1,0,1,0,1,-1
192.168.1.20,2024-01-09 08:55:00,success,GET,0,8,1,0,0,1,22,1,1
192.168.1.5,2024-02-22 10:26:00,success,PUT,0,10,3,0,0,1,54,3,1
10.0.0.3,2024-02-15 11:31:00,failure,DELETE,1,11,3,0,0,0,3,0,-1
192.168.1.42,2024-03-09 10:48:00,success,PUT,0,10,5,1,0,1,46,3,1
192.168.1.24,2024-03-28 11:28:00,success,GET,0,11,3,0,0,1,26,1,1
192.168.1.43,2024-01-21 08:14:00,success,PUT,0,8,6,1,0,1,47,3,-1
192.168.1.25,2024-03-11 18:58:00,success,GET,0,18,0,0,0,1,27,1,1
192.168.1.49,2024-02-23 08:17:00,success,POST,0,8,4,0,0,1,53,2,1
192.168.1.15,2024-01-13 13:31:00,failure,GET,0,13,5,1,0,0,16,1,1
192.168.1.21,2024-03-22 14:56:00,success,GET,0,14,4,0,0,1,23,1,1
192.168.1.23,2024-03-12 16:36:00,success,PUT,0,16,1,0,0,1,25,3,1
192.168.1.30,2024-01-23 09:30:00,success,GET,0,9,1,0,0,1,33,1,1
10.0.0.8,2024-02-06 08:17:00,failure,POST,1,8,1,0,0,0,8,2,-1
192.168.1.23,2024-03-28 08:50:00,success,GET,0,8,3,0,0,1,25,1,1
192.168.1.21,2024-01-07 17:44:00,success,POST,0,17,6,1,0,1,23,2,1
192.168.1.36,2024-01-15 10:32:00,success,GET,0,10,0,0,0,1,39,1,1
192.168.1.49,2024-03-29 17:22:00,success,GET,0,17,4,0,0,1,53,1,1
192.168.1.39,2024-03-01 10:34:00,success,POST,0,10,4,0,0,1,42,2,1
192.168.1.24,2024-01-20 13:11:00,success,GET,0,13,5,1,0,1,26,1,1
192.168.1.16,2024-03-27 13:18:00,success,POST,0,13,2,0,0,1,17,2,1
192.168.1.48,2024-02-28 11:40:00,success,GET,0,11,2,0,0,1,52,1,1
192.168.1.6,2024-01-21 10:54:00,success,GET,0,10,6,1,0,1,56,1,1
192.168.1.41,2024-03-10 10:33:00,success,GET,0,10,6,1,0,1,45,1,1
192.168.1.16,2024-01-13 18:41:00,success,GET,0,18,5,1,0,1,17,1,1
192.168.1.32,2024-01-08 10:37:00,success,GET,0,10,0,0,0,1,35,1,1
192.168.1.39,2024-02-28 11:54:00,success,GET,0,11,2,0,0,1,42,1,1
192.168.1.30,2024-01-21 09:43:00,success,GET,0,9,6,1,0,1,33,1,1
192.168.1.22,2024-03-21 10:39:00,success,GET,0,10,3,0,0,1,24,1,1
192.168.1.6,2024-01-15 13:21:00,success,GET,0,13,0,0,0,1,56,1,1
192.168.1.48,2024-02-13 12:46:00,success,PUT,0,12,1,0,0,1,52,3,1
192.168.1.43,2024-01-27 15:16:00,success,GET,0,15,5,1,0,1,47,1,1
192.168.1.49,2024-02-06 17:48:00,success,GET,0,17,1,0,0,1,53,1,1
192.168.1.7,2024-01-21 15:17:00,success,GET,0,15,6,1,0,1,57,1,1
192.168.1.49,2024-02-24 18:42:00,success,PUT,0,18,5,1,0,1,53,3,1
192.168.1.24,2024-03-03 11:16:00,success,GET,0,11,6,1,0,1,26,1,1
192.168.1.20,2024-03-27 14:07:00,success,GET,0,14,2,0,0,1,22,1,1
192.168.1.15,2024-03-28 14:14:00,success,POST,0,14,3,0,0,1,16,2,1
192.168.1.5,2024-03-13 12:56:00,success,POST,0,12,2,0,0,1,54,2,1
192.168.1.3,2024-03-15 17:35:00,success,GET,0,17,4,0,0,1,32,1,1
192.168.1.29,2024-02-10 09:43:00,success,GET,0,9,5,1,0,1,31,1,1
192.168.1.28,2024-03-22 13:34:00,success,GET,0,13,4,0,0,1,30,1,1
192.168.1.8,2024-02-22 10:52:00,success,GET,0,10,3,0,0,1,58,1,1
192.168.1.30,2024-01-21 08:45:00,success,GET,0,8,6,1,0,1,33,1,1
192.168.1.7,2024-03-23 13:15:00,success,GET,0,13,5,1,0,1,57,1,1
192.168.1.15,2024-01-07 09:52:00,success,GET,0,9,6,1,0,1,16,1,1
192.168.1.39,2024-01-04 16:29:00,success,PUT,0,16,3,0,0,1,42,3,1
192.168.1.32,2024-03-05 08:22:00,success,PUT,0,8,1,0,0,1,35,3,1
192.168.1.48,2024-01-16 16:56:00,success,PUT,0,16,1,0,0,1,52,3,1
192.168.1.30,2024-01-29 17:33:00,success,PUT,0,17,0,0,0,1,33,3,1
192.168.1.46,2024-01-03 09:48:00,success,GET,0,9,2,0,0,1,50,1,1
192.168.1.10,2024-02-05 14:51:00,success,POST,0,14,0,0,0,1,11,2,1
192.168.1.43,2024-03-14 17:33:00,success,GET,0,17,3,0,0,1,47,1,1
192.168.1.15,2024-01-19 14:52:00,success,GET,0,14,4,0,0,1,16,1,1
192.168.1.2,2024-02-29 09:27:00,success,GET,0,9,3,0,0,1,21,1,1
192.168.1.8,2024-03-04 10:36:00,success,GET,0,10,0,0,0,1,58,1,1
10.0.0.7,2024-03-11 12:44:00,failure,DELETE,1,12,0,0,0,0,7,0,-1
192.168.1.28,2024-01-06 12:31:00,success,GET,0,12,5,1,0,1,30,1,1
192.168.1.4,2024-02-08 13:27:00,success,GET,0,13,3,0,0,1,43,1,1
192.168.1.43,2024-02-18 08:29:00,success,GET,0,8,6,1,0,1,47,1,1
192.168.1.13,2024-02-19 10:54:00,success,POST,0,10,0,0,0,1,14,2,1
192.168.1.31,2024-01-23 10:33:00,success,GET,0,10,1,0,0,1,34,1,1
192.168.1.8,2024-01-25 10:02:00,success,GET,0,10,3,0,0,1,58,1,1
192.168.1.32,2024-03-02 18:02:00,success,POST,0,18,5,1,0,1,35,2,1
10.0.0.6,2024-03-24 12:39:00,failure,POST,1,12,6,1,0,0,6,2,-1
192.168.1.25,2024-03-15 11:31:00,success,GET,0,11,4,0,0,1,27,1,1
192.168.1.16,2024-01-12 18:18:00,success,GET,0,18,4,0,0,1,17,1,1
192.168.1.2,2024-03-17 18:33:00,success,PUT,0,18,6,1,0,1,21,3,1
192.168.1.18,2024-01-11 16:15:00,success,GET,0,16,3,0,0,1,19,1,1
192.168.1.9,2024-03-20 14:32:00,success,GET,0,14,2,0,0,1,59,1,1
192.168.1.48,2024-01-12 11:10:00,success,PUT,0,11,4,0,0,1,52,3,1
192.168.1.4,2024-03-03 12:24:00,success,PUT,0,12,6,1,0,1,43,3,1
192.168.1.6,2024-03-08 10:51:00,success,POST,0,10,4,0,0,1,56,2,1
192.168.1.47,2024-03-06 18:25:00,success,PUT,0,18,2,0,0,1,51,3,1
192.168.1.30,2024-02-18 12:24:00,failure,GET,0,12,6,1,0,0,33,1,1
192.168.1.16,2024-03-27 09:14:00,success,GET,0,9,2,0,0,1,17,1,1
192.168.1.49,2024-02-22 13:24:00,success,GET,0,13,3,0,0,1,53,1,1
192.168.1.32,2024-03-30 13:59:00,success,PUT,0,13,5,1,0,1,35,3,1
192.168.1.22,2024-01-31 10:38:00,success,GET,0,10,2,0,0,1,24,1,1
192.168.1.43,2024-03-16 14:16:00,success,GET,0,14,5,1,0,1,47,1,1
192.168.1.18,2024-02-29 15:10:00,success,GET,0,15,3,0,0,1,19,1,1
192.168.1.33,2024-01-05 08:01:00,success,GET,0,8,4,0,0,1,36,1,1
192.168.1.32,2024-01-07 09:14:00,success,PUT,0,9,6,1,0,1,35,3,1
192.168.1.23,2024-01-27 12:51:00,success,POST,0,12,5,1,0,1,25,2,1
192.168.1.14,2024-02-20 15:28:00,success,GET,0,15,1,0,0,1,15,1,1
192.168.1.12,2024-02-06 15:41:00,success,PUT,0,15,1,0,0,1,13,3,1
192.168.1.25,2024-01-03 12:16:00,failure,PUT,0,12,2,0,0,0,27,3,1
192.168.1.6,2024-01-16 09:34:00,success,GET,0,9,1,0,0,1,56,1,1
192.168.1.15,2024-03-25 11:43:00,success,GET,0,11,0,0,0,1,16,1,1
192.168.1.10,2024-01-11 12:43:00,failure,GET,0,12,3,0,0,0,11,1,1
192.168.1.10,2024-03-24 14:47:00,success,POST,0,14,6,1,0,1,11,2,1
192.168.1.15,2024-03-27 14:05:00,failure,POST,0,14,2,0,0,0,16,2,1
192.168.1.40,2024-02-02 12:03:00,success,GET,0,12,4,0,0,1,44,1,1
192.168.1.18,2024-01-21 11:31:00,success,GET,0,11,6,1,0,1,19,1,1
192.168.1.9,2024-03-09 10:23:00,success,GET,0,10,5,1,0,1,59,1,1
192.168.1.22,2024-02-17 11:13:00,success,GET,0,11,5,1,0,1,24,1,1
192.168.1.43,2024-01-12 11:58:00,success,GET,0,11,4,0,0,1,47,1,1
192.168.1.35,2024-02-02 17:41:00,success,GET,0,17,4,0,0,1,38,1,1
192.168.1.1,2024-02-12 08:58:00,success,PUT,0,8,0,0,0,1,10,3,1
192.168.1.24,2024-01-26 09:04:00,failure,PUT,0,9,4,0,0,0,26,3,1
10.0.0.4,2024-01-19 09:42:00,success,GET,1,9,4,0,0,1,4,1,-1
192.168.1.35,2024-03-19 13:55:00,success,GET,0,13,1,0,0,1,38,1,1
192.168.1.46,2024-01-26 14:33:00,success,GET,0,14,4,0,0,1,50,1,1
192.168.1.11,2024-01-14 10:15:00,success,POST,0,10,6,1,0,1,12,2,1
192.168.1.49,2024-03-10 13:44:00,success,GET,0,13,6,1,0,1,53,1,1
192.168.1.49,2024-01-16 14:39:00,success,GET,0,14,1,0,0,1,53,1,1
192.168.1.45,2024-03-02 18:42:00,success,PUT,0,18,5,1,0,1,49,3,1
192.168.1.21,2024-01-19 10:20:00,success,GET,0,10,4,0,0,1,23,1,1
192.168.1.14,2024-01-11 09:45:00,success,POST,0,9,3,0,0,1,15,2,1
192.168.1.17,2024-01-14 14:53:00,success,GET,0,14,6,1,0,1,18,1,1
192.168.1.8,2024-01-14 14:34:00,success,GET,0,14,6,1,0,1,58,1,1
10.0.0.1,2024-01-08 10:45:00,failure,POST,1,10,0,0,0,0,0,2,-1
192.168.1.49,2024-01-14 09:20:00,success,GET,0,9,6,1,0,1,53,1,1
10.0.0.9,2024-02-25 12:20:00,failure,DELETE,1,12,6,1,0,0,9,0,-1
192.168.1.41,2024-02-23 08:31:00,failure,PUT,0,8,4,0,0,0,45,3,1
192.168.1.23,2024-03-10 17:22:00,success,GET,0,17,6,1,0,1,25,1,1
192.168.1.48,2024-01-30 17:44:00,success,PUT,0,17,1,0,0,1,52,3,1
192.168.1.50,2024-01-05 13:40:00,success,POST,0,13,4,0,0,1,55,2,1
192.168.1.6,2024-03-06 16:38:00,success,GET,0,16,2,0,0,1,56,1,1
